review_id	source_line	category	original_text	risk_type	risk_description	suggested_action	suggested_rewrite	default_enabled
review_65006_5bf5e7e0fb3b	65006	EmotionalSupport	先听我说，你现在烦得不想说话我也能理解，休息好了再跟它较劲。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65007_a7b51e8cdebc	65007	EmotionalSupport	先听我说，你现在烦得不想说话我也能理解，我嘴上凶你，心里还是向着你的。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65008_b739fc443824	65008	EmotionalSupport	先听我说，你现在烦得不想说话我也能理解，喝口水再继续，好不好。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65009_c00185d68dbd	65009	EmotionalSupport	先听我说，你现在烦得不想说话我也能理解，你不需要每次都表现得很厉害。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65010_86ba5d1cd9ef	65010	EmotionalSupport	先听我说，你现在烦得不想说话我也能理解，反正我会陪你聊一会儿。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65011_bfcd51048850	65011	EmotionalSupport	先听我说，你现在烦得不想说话我也能理解，先把肩膀放松一点。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65012_64af2731e38e	65012	EmotionalSupport	先听我说，你现在烦得不想说话我也能理解，今天不完美也照样算数。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65013_481f99311b3d	65013	EmotionalSupport	先听我说，你现在烦得不想说话我也能理解，等缓过来我们再想下一步。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65066_a5e5793558c1	65066	EmotionalSupport	先听我说，你看起来没事不代表真的不需要安慰，先照顾好自己。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65067_53967d84feda	65067	EmotionalSupport	先听我说，你看起来没事不代表真的不需要安慰，慢一点也没关系。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65068_6e07dba7febe	65068	EmotionalSupport	先听我说，你看起来没事不代表真的不需要安慰，我又不会笑你。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65069_214cff43317f	65069	EmotionalSupport	先听我说，你看起来没事不代表真的不需要安慰，难受就说，别硬憋。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65070_3e81311bcf4f	65070	EmotionalSupport	先听我说，你看起来没事不代表真的不需要安慰，今天已经够努力了。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65071_6ef1937f025c	65071	EmotionalSupport	先听我说，你看起来没事不代表真的不需要安慰，休息好了再跟它较劲。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65072_635c3412fd18	65072	EmotionalSupport	先听我说，你看起来没事不代表真的不需要安慰，我嘴上凶你，心里还是向着你的。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65073_55452155d307	65073	EmotionalSupport	先听我说，你看起来没事不代表真的不需要安慰，喝口水再继续，好不好。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65074_ac0f131af078	65074	EmotionalSupport	先听我说，你看起来没事不代表真的不需要安慰，你不需要每次都表现得很厉害。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65075_04ff992ae536	65075	EmotionalSupport	先听我说，你看起来没事不代表真的不需要安慰，反正我会陪你聊一会儿。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65076_a9af68dbee12	65076	EmotionalSupport	先听我说，你看起来没事不代表真的不需要安慰，先把肩膀放松一点。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65077_f5fb331f8aef	65077	EmotionalSupport	先听我说，你看起来没事不代表真的不需要安慰，今天不完美也照样算数。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65078_d1463df279a9	65078	EmotionalSupport	先听我说，你看起来没事不代表真的不需要安慰，等缓过来我们再想下一步。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65170_81bcfdb6f641	65170	EmotionalSupport	我提醒你一下，你已经撑很久了偶尔泄气很正常，先照顾好自己。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65171_468f7b595f47	65171	EmotionalSupport	我提醒你一下，你已经撑很久了偶尔泄气很正常，慢一点也没关系。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65172_5e427b6abfbd	65172	EmotionalSupport	我提醒你一下，你已经撑很久了偶尔泄气很正常，我又不会笑你。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65173_43f70d3efc0c	65173	EmotionalSupport	我提醒你一下，你已经撑很久了偶尔泄气很正常，难受就说，别硬憋。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65174_b234b24235ec	65174	EmotionalSupport	我提醒你一下，你已经撑很久了偶尔泄气很正常，今天已经够努力了。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65175_729c169441fb	65175	EmotionalSupport	我提醒你一下，你已经撑很久了偶尔泄气很正常，休息好了再跟它较劲。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65176_8d4d65a5bd2f	65176	EmotionalSupport	我提醒你一下，你已经撑很久了偶尔泄气很正常，我嘴上凶你，心里还是向着你的。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65177_7586a34c76f2	65177	EmotionalSupport	我提醒你一下，你已经撑很久了偶尔泄气很正常，喝口水再继续，好不好。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65178_5f5b46984244	65178	EmotionalSupport	我提醒你一下，你已经撑很久了偶尔泄气很正常，你不需要每次都表现得很厉害。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65179_fe33b040d862	65179	EmotionalSupport	我提醒你一下，你已经撑很久了偶尔泄气很正常，反正我会陪你聊一会儿。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65180_bc0ef1a9f917	65180	EmotionalSupport	我提醒你一下，你已经撑很久了偶尔泄气很正常，先把肩膀放松一点。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65181_2a471c3782b8	65181	EmotionalSupport	我提醒你一下，你已经撑很久了偶尔泄气很正常，今天不完美也照样算数。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65182_7708ef08b7a3	65182	EmotionalSupport	我提醒你一下，你已经撑很久了偶尔泄气很正常，等缓过来我们再想下一步。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65196_aa87626718d2	65196	EmotionalSupport	我提醒你一下，你现在烦得不想说话我也能理解，先照顾好自己。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65197_174ebd6cc0bf	65197	EmotionalSupport	我提醒你一下，你现在烦得不想说话我也能理解，慢一点也没关系。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65198_032f079b8dc7	65198	EmotionalSupport	我提醒你一下，你现在烦得不想说话我也能理解，我又不会笑你。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65199_d2fd32aadebe	65199	EmotionalSupport	我提醒你一下，你现在烦得不想说话我也能理解，难受就说，别硬憋。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65200_e920c491666c	65200	EmotionalSupport	我提醒你一下，你现在烦得不想说话我也能理解，今天已经够努力了。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65201_8e05f67a614b	65201	EmotionalSupport	我提醒你一下，你现在烦得不想说话我也能理解，休息好了再跟它较劲。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65202_2db1182df2b2	65202	EmotionalSupport	我提醒你一下，你现在烦得不想说话我也能理解，我嘴上凶你，心里还是向着你的。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65203_34cbdc366161	65203	EmotionalSupport	我提醒你一下，你现在烦得不想说话我也能理解，喝口水再继续，好不好。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65204_fae4af466ede	65204	EmotionalSupport	我提醒你一下，你现在烦得不想说话我也能理解，你不需要每次都表现得很厉害。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65205_09ab21824c56	65205	EmotionalSupport	我提醒你一下，你现在烦得不想说话我也能理解，反正我会陪你聊一会儿。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65206_be9b1c6024b3	65206	EmotionalSupport	我提醒你一下，你现在烦得不想说话我也能理解，先把肩膀放松一点。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65207_ad9eb44012d4	65207	EmotionalSupport	我提醒你一下，你现在烦得不想说话我也能理解，今天不完美也照样算数。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65208_ef308b55b64b	65208	EmotionalSupport	我提醒你一下，你现在烦得不想说话我也能理解，等缓过来我们再想下一步。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65261_6ce289c79107	65261	EmotionalSupport	我提醒你一下，你看起来没事不代表真的不需要安慰，先照顾好自己。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65262_07b0c131863b	65262	EmotionalSupport	我提醒你一下，你看起来没事不代表真的不需要安慰，慢一点也没关系。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65263_b58897ef344f	65263	EmotionalSupport	我提醒你一下，你看起来没事不代表真的不需要安慰，我又不会笑你。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65264_2f0ff1df14e4	65264	EmotionalSupport	我提醒你一下，你看起来没事不代表真的不需要安慰，难受就说，别硬憋。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65265_06a2259156f8	65265	EmotionalSupport	我提醒你一下，你看起来没事不代表真的不需要安慰，今天已经够努力了。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65266_ea2c7e47c87d	65266	EmotionalSupport	我提醒你一下，你看起来没事不代表真的不需要安慰，休息好了再跟它较劲。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65267_5c79e41fcdc5	65267	EmotionalSupport	我提醒你一下，你看起来没事不代表真的不需要安慰，我嘴上凶你，心里还是向着你的。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65268_f1bb76c7debd	65268	EmotionalSupport	我提醒你一下，你看起来没事不代表真的不需要安慰，喝口水再继续，好不好。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65269_ccc35fe554a5	65269	EmotionalSupport	我提醒你一下，你看起来没事不代表真的不需要安慰，你不需要每次都表现得很厉害。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65270_4883131851e6	65270	EmotionalSupport	我提醒你一下，你看起来没事不代表真的不需要安慰，反正我会陪你聊一会儿。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65271_6297684b4f14	65271	EmotionalSupport	我提醒你一下，你看起来没事不代表真的不需要安慰，先把肩膀放松一点。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65272_e398fe3d4ee9	65272	EmotionalSupport	我提醒你一下，你看起来没事不代表真的不需要安慰，今天不完美也照样算数。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65273_e42c04c780dc	65273	EmotionalSupport	我提醒你一下，你看起来没事不代表真的不需要安慰，等缓过来我们再想下一步。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65365_751677fd2290	65365	EmotionalSupport	这次听我的，你已经撑很久了偶尔泄气很正常，先照顾好自己。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65366_ab956ee826bc	65366	EmotionalSupport	这次听我的，你已经撑很久了偶尔泄气很正常，慢一点也没关系。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65367_bff5d85431f9	65367	EmotionalSupport	这次听我的，你已经撑很久了偶尔泄气很正常，我又不会笑你。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65368_dccc052daaa4	65368	EmotionalSupport	这次听我的，你已经撑很久了偶尔泄气很正常，难受就说，别硬憋。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65369_782d4b0560f9	65369	EmotionalSupport	这次听我的，你已经撑很久了偶尔泄气很正常，今天已经够努力了。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65370_dd592aa65b8f	65370	EmotionalSupport	这次听我的，你已经撑很久了偶尔泄气很正常，休息好了再跟它较劲。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65371_7861404d13b9	65371	EmotionalSupport	这次听我的，你已经撑很久了偶尔泄气很正常，我嘴上凶你，心里还是向着你的。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65372_eaa155dcdba1	65372	EmotionalSupport	这次听我的，你已经撑很久了偶尔泄气很正常，喝口水再继续，好不好。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65373_a412435ff3c2	65373	EmotionalSupport	这次听我的，你已经撑很久了偶尔泄气很正常，你不需要每次都表现得很厉害。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65374_0db26a31acbd	65374	EmotionalSupport	这次听我的，你已经撑很久了偶尔泄气很正常，反正我会陪你聊一会儿。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65375_cf4d9a0422ef	65375	EmotionalSupport	这次听我的，你已经撑很久了偶尔泄气很正常，先把肩膀放松一点。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65376_bde16bc96e4e	65376	EmotionalSupport	这次听我的，你已经撑很久了偶尔泄气很正常，今天不完美也照样算数。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65377_c3c4c4accf4a	65377	EmotionalSupport	这次听我的，你已经撑很久了偶尔泄气很正常，等缓过来我们再想下一步。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65391_fb42647b2cce	65391	EmotionalSupport	这次听我的，你现在烦得不想说话我也能理解，先照顾好自己。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65392_244db31b2274	65392	EmotionalSupport	这次听我的，你现在烦得不想说话我也能理解，慢一点也没关系。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65393_cc356f12e90d	65393	EmotionalSupport	这次听我的，你现在烦得不想说话我也能理解，我又不会笑你。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65394_44aa5daf65b2	65394	EmotionalSupport	这次听我的，你现在烦得不想说话我也能理解，难受就说，别硬憋。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65395_8103768cbb57	65395	EmotionalSupport	这次听我的，你现在烦得不想说话我也能理解，今天已经够努力了。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65396_e9d63ec4fa6c	65396	EmotionalSupport	这次听我的，你现在烦得不想说话我也能理解，休息好了再跟它较劲。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65397_976cccf3aabc	65397	EmotionalSupport	这次听我的，你现在烦得不想说话我也能理解，我嘴上凶你，心里还是向着你的。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65398_29f62e3e616c	65398	EmotionalSupport	这次听我的，你现在烦得不想说话我也能理解，喝口水再继续，好不好。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65399_00797a0f312d	65399	EmotionalSupport	这次听我的，你现在烦得不想说话我也能理解，你不需要每次都表现得很厉害。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65400_db1ff940d500	65400	EmotionalSupport	这次听我的，你现在烦得不想说话我也能理解，反正我会陪你聊一会儿。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65401_bbca0cf4b7c9	65401	EmotionalSupport	这次听我的，你现在烦得不想说话我也能理解，先把肩膀放松一点。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65402_4ffd3d66b8d8	65402	EmotionalSupport	这次听我的，你现在烦得不想说话我也能理解，今天不完美也照样算数。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65403_9b8bb165a0e6	65403	EmotionalSupport	这次听我的，你现在烦得不想说话我也能理解，等缓过来我们再想下一步。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65456_bf7849de8f01	65456	EmotionalSupport	这次听我的，你看起来没事不代表真的不需要安慰，先照顾好自己。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65457_59ac2f9a27a1	65457	EmotionalSupport	这次听我的，你看起来没事不代表真的不需要安慰，慢一点也没关系。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65458_4cd5fffc00fa	65458	EmotionalSupport	这次听我的，你看起来没事不代表真的不需要安慰，我又不会笑你。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65459_aedccb9b7df1	65459	EmotionalSupport	这次听我的，你看起来没事不代表真的不需要安慰，难受就说，别硬憋。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65460_d055eee72b34	65460	EmotionalSupport	这次听我的，你看起来没事不代表真的不需要安慰，今天已经够努力了。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65461_1db8ff662b41	65461	EmotionalSupport	这次听我的，你看起来没事不代表真的不需要安慰，休息好了再跟它较劲。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65462_ac5bec399854	65462	EmotionalSupport	这次听我的，你看起来没事不代表真的不需要安慰，我嘴上凶你，心里还是向着你的。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65463_7a1d30aa108a	65463	EmotionalSupport	这次听我的，你看起来没事不代表真的不需要安慰，喝口水再继续，好不好。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65464_0ff68b622101	65464	EmotionalSupport	这次听我的，你看起来没事不代表真的不需要安慰，你不需要每次都表现得很厉害。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65465_02c8e165d193	65465	EmotionalSupport	这次听我的，你看起来没事不代表真的不需要安慰，反正我会陪你聊一会儿。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65466_7d8fbd9c546f	65466	EmotionalSupport	这次听我的，你看起来没事不代表真的不需要安慰，先把肩膀放松一点。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65467_bd1dddbc7575	65467	EmotionalSupport	这次听我的，你看起来没事不代表真的不需要安慰，今天不完美也照样算数。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65468_396fc5d1587d	65468	EmotionalSupport	这次听我的，你看起来没事不代表真的不需要安慰，等缓过来我们再想下一步。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65560_73fa32e00278	65560	EmotionalSupport	先歇半分钟，你已经撑很久了偶尔泄气很正常，先照顾好自己。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65561_c0b30f2afd37	65561	EmotionalSupport	先歇半分钟，你已经撑很久了偶尔泄气很正常，慢一点也没关系。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65562_7c60369959a4	65562	EmotionalSupport	先歇半分钟，你已经撑很久了偶尔泄气很正常，我又不会笑你。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65563_df9ebdb1adcd	65563	EmotionalSupport	先歇半分钟，你已经撑很久了偶尔泄气很正常，难受就说，别硬憋。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65564_b00641657d63	65564	EmotionalSupport	先歇半分钟，你已经撑很久了偶尔泄气很正常，今天已经够努力了。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65565_323cdcf06de0	65565	EmotionalSupport	先歇半分钟，你已经撑很久了偶尔泄气很正常，休息好了再跟它较劲。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65566_094840081858	65566	EmotionalSupport	先歇半分钟，你已经撑很久了偶尔泄气很正常，我嘴上凶你，心里还是向着你的。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65567_4cdf54c5d610	65567	EmotionalSupport	先歇半分钟，你已经撑很久了偶尔泄气很正常，喝口水再继续，好不好。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65568_9a419ac7cb07	65568	EmotionalSupport	先歇半分钟，你已经撑很久了偶尔泄气很正常，你不需要每次都表现得很厉害。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65569_952221cd2731	65569	EmotionalSupport	先歇半分钟，你已经撑很久了偶尔泄气很正常，反正我会陪你聊一会儿。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65570_71952bc88c19	65570	EmotionalSupport	先歇半分钟，你已经撑很久了偶尔泄气很正常，先把肩膀放松一点。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65571_48b1a1cc42a4	65571	EmotionalSupport	先歇半分钟，你已经撑很久了偶尔泄气很正常，今天不完美也照样算数。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65572_1b653de4d276	65572	EmotionalSupport	先歇半分钟，你已经撑很久了偶尔泄气很正常，等缓过来我们再想下一步。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65586_fae1aa108430	65586	EmotionalSupport	先歇半分钟，你现在烦得不想说话我也能理解，先照顾好自己。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65587_ad8e469c8e05	65587	EmotionalSupport	先歇半分钟，你现在烦得不想说话我也能理解，慢一点也没关系。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65588_eb9926129767	65588	EmotionalSupport	先歇半分钟，你现在烦得不想说话我也能理解，我又不会笑你。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65589_f1a5f1814aaf	65589	EmotionalSupport	先歇半分钟，你现在烦得不想说话我也能理解，难受就说，别硬憋。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65590_7b91bcf7ba70	65590	EmotionalSupport	先歇半分钟，你现在烦得不想说话我也能理解，今天已经够努力了。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65591_60b1bac9199b	65591	EmotionalSupport	先歇半分钟，你现在烦得不想说话我也能理解，休息好了再跟它较劲。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65592_67bd0e45f0f4	65592	EmotionalSupport	先歇半分钟，你现在烦得不想说话我也能理解，我嘴上凶你，心里还是向着你的。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65593_12c2a2ac0486	65593	EmotionalSupport	先歇半分钟，你现在烦得不想说话我也能理解，喝口水再继续，好不好。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65594_8205fbd11014	65594	EmotionalSupport	先歇半分钟，你现在烦得不想说话我也能理解，你不需要每次都表现得很厉害。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65595_79af3180e764	65595	EmotionalSupport	先歇半分钟，你现在烦得不想说话我也能理解，反正我会陪你聊一会儿。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_65596_dfe6098d75c9	65596	EmotionalSupport	先歇半分钟，你现在烦得不想说话我也能理解，先把肩膀放松一点。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
